Koala Kubhouse Childcare Home,Family Child Care Home,N/A,Murrieta,CA,92563,6192506067
Harrison Family Day Care,Family Child Care Home,N/A,Santee,CA,92071,6195628925
Prestige Preschool Academy,Child Care Center,520 West Baseline Road,Claremont,CA,91711,9093990081
Concordia Church and School,Child Care Center,1695 Discovery Falls Drive,Chula Vista,CA,91915,6196568100
Palomar Family YMCA- Bernardo ,Child Care Center,1122 Mountain Heights Dr.,Escondido,CA,92029,7607457490
Palomar Family YMCA- Reidy Creek,Child Care Center,2870 N. Broadway,Escondido,CA,92026,7607457490
KCE Champions LLC at Sunrise Elementary,Child Care Center,11824 Cobble Brook Drive,Rancho Cordova,CA,95742,9162940061
New Montessori School,Child Care Center,15243 E. Nelson Avenue,La Puente,CA,91744,6263694335
"Ramirez, Maria Elena Family Child Care",Family Child Care Home,N/A,San Diego,CA,92124,8585656591
The Dolphin Club,Child Care Center,155 Eastshore,Irvine,CA,92604,9496510152
The Growing Place Montessori,Child Care Center,13242 Pomerado Road,Poway,CA,92064,8586791554
Temple Beth El Child Development Center,Child Care Center,2675 Central Ave.,Riverside,CA,92506,9516827282
Kiddies Korner Montessori School,Child Care Center,8748 Goldcoast Dr.,San Diego,CA,92126,8585789740
Poway Unified School District - Pomerado Elementary School ESS,Child Care Center,12321 Ninth Street,Poway,CA,92064,8585212800
Tutor Time Child Care Learning Center,Child Care Center,7191 Boulder Ave,Highland,CA,92346,9098640829
Project SAFE at Carlton Hills,Child Care Center,9352 Pike Road,Santee,CA,92071,6192582369
Rainbow Early Learning Center,Child Care Center,20819 Parthenia St.,Winnetka,CA,91306,8189930424
Jennings Dymphna Family Childcare,Family Child Care Home,N/A,Chula Vista,CA,91914,6196168527
Eastlake Community Church Preschool,Child Care Center,2351 Otay Lakes Rd,Chula Vista,CA,91915,6194214156
Erica's Lil Tikes Child Care,Family Child Care Home,N/A,San Diego,CA,92124,6198418170
"Chez Grand Mere, Inc",Child Care Center,1510 West Almond Ave,Orange,CA,92862,7146348118
Jones Olivetta Russell,Family Child Care Home,N/A,San Diego,CA,92113,6192371246
Santee School District @ Rio Seco,Child Care Center,9545 Cuyamaca Street,Santee,CA,92071,6192582235
St. Michael Preschool,Child Care Center,2637 Homedale Street,San Diego,CA,92139,6194725437
Temecula Valley Unified School District BASES,Child Care Center,45754 Wolf Creek Drive North,Temecula,CA,92592,9515067061
Childtime Children's Center @ World Trade,Child Care Center,One World Trade Center Ste 199,Long Beach,CA,90831,5624377498
Emerson Child Development Center,Child Care Center,2625 Josie Ave,Long Beach,CA,90815,5624218210
Green Family Child Care,Family Child Care Home,N/A,Perris,CA,92570,9566577700
Sonshine Factory,Child Care Center,44509 20th St. W,Lancaster,CA,93534,6619493550
Santee School District - Chet F. Harritt School,Child Care Center,8120 Arlette Street,Santee,CA,92071,6192582369
Pinecrest Schools - Lancaster,Child Care Center,2110 West Ave K,Lancaster,CA,93536,6617230366
Discoveries Learning Center,Child Care Center,4519 Hollister Ave,Santa Barbara,CA,93110,8056833001
Bright Horizons at 221 Main Street,Child Care Center,221 Main St,San Francisco,CA,94105,4154951706
Faith Day Care Center,Child Care Center,505 East Bonita Ave,San Dimas,CA,91773,9095990783
East County Christian Preschool,Child Care Center,10701 N. Magnolia Ave.,Santee,CA,92071,6192582029
Bright Horizons at Garner,Child Care Center,2275 North Loop Rd,Alameda,CA,94502,5107695437
Bright Horizons at San Clemente,Child Care Center,2015 Calle Frontera,San Clemente,CA,92673,9494925555
Childtime Children's Center,Child Care Center,7901 Laguna Blvd,Elk Grove,CA,95758,9166913800
The Phoenix Schools (Carmichael),Child Care Center,2921 Garfield Avenue,Carmichael,CA,95608,9164816144
St. Mary's Preschool,Child Care Center,130 East. 13th Ave.,Escondido,CA,92025,7607431275
The Goddard School,Child Care Center,10710 Bear Hollow Dr,Rancho Cordova,CA,95670,9168610906
The Grey Rabbit Preschool Inc,Child Care Center,4539 Palm Ave,La Mesa,CA,91941,6196971551
Sandra Lechuga,Family Child Care Home,N/A,Atascadero,CA,93422,8054668537
Center For Young Imaginations,Child Care Center,4885 Harbinson Ave,La Mesa,CA,91942,6194615408
"Miramontes, Carina Family Child Care",Family Child Care Home,N/A,Chula Vista,CA,91910,6199341564
North Park Christian Preschool,Child Care Center,2901 North Park Way,San Diego,CA,92104,6192200372
Bright Horizons Encinitas,Child Care Center,1430 Amargosa,Encinitas,CA,92024,7609420500
Yahjian Family Child Care,Family Child Care Home,N/A,La Canada Flintridge,CA,91011,8189576369
Bright Horizons at Dublin,Child Care Center,7035 Dublin Blvd,Dublin,CA,94568,9254799573
Marisa Martinez Family Child Care,Family Child Care Home,N/A,Chula Vista,CA,91911,6195857424
Good Shepherd Preschool,Child Care Center,4800 Irvine Center Drive,Irvine,CA,92604,9495521967
YMCA Of Metro LA- North Valley,Child Care Center,11629 Indian Hills Rd,Mission Hills,CA,91345,8183683231
The Learning Center,Child Care Center,1570 Marion St.,Kingsburg,CA,93631,5598977928
Debbie Galvez Family Childcare,Family Child Care Home,N/A,San Diego,CA,92139,6192678105
Scripps Tender Loving Care,Family Child Care Home,N/A,San Diego,CA,92131,8586210631
Arroyos Family Child Care,Family Child Care Home,N/A,Murrieta,CA,92563,7605050937
My Room to Grow Preschool,Child Care Center,13613 Cynthia Ln.,Poway,CA,92064,8587761468
"Ramirez, Cruz Family Child Care",Family Child Care Home,N/A,Oceanside,CA,92057,7606133501
Patricia Delgado Family Child Care,Family Child Care Home,N/A,Chula Vista,CA,91914,6196569615
Coronado Baptist Child Care Center,Child Care Center,111 Orange Ave.,Coronado,CA,92118,6194358121
Bright Horizons at Garner,Child Care Center,2275 North Loop Rd,Alameda,CA,94502,5107695437
Bright Horizons at San Clemente,Child Care Center,2015 Calle Frontera,San Clemente,CA,92673,9494925555
Childtime Children's Center,Child Care Center,7901 Laguna Blvd,Elk Grove,CA,95758,9166913800
The Phoenix Schools (Carmichael),Child Care Center,2920 Garfield Avenue,Carmichael,CA,95608,9164816144
St. Mary's Preschool,Child Care Center,130 East. 13th Ave.,Escondido,CA,92025,7607431275
The Goddard School,Child Care Center,10710 Bear Hollow Dr,Rancho Cordova,CA,95670,9168610906
The Grey Rabbit Preschool Inc,Child Care Center,4542 Palm Ave,La Mesa,CA,91941,6196971551
Sandra Lechuga,Family Child Care Home,N/A,Atascadero,CA,93422,8054668537
Center For Young Imaginations,Child Care Center,4885 Harbinson Ave,La Mesa,CA,91942,6194615408
"Miramontes, Carina Family Child Care",Family Child Care Home,N/A,Chula Vista,CA,91910,6199341564
North Park Christian Preschool,Child Care Center,2901 North Park Way,San Diego,CA,92104,6192200372
Bright Horizons Encinitas,Child Care Center,1430 Amargosa,Encinitas,CA,92024,7609420500
Yahjian Family Child Care,Family Child Care Home,N/A,La Canada Flintridge,CA,91011,8189576369
Bright Horizons at Dublin,Child Care Center,7035 Dublin Blvd,Dublin,CA,94568,9254799573
Marisa Martinez Family Child Care,Family Child Care Home,N/A,Chula Vista,CA,91911,6195857424
Good Shepherd Preschool,Child Care Center,4800 Irvine Center Drive,Irvine,CA,92604,9495521967
YMCA Of Metro LA- North Valley,Child Care Center,11630 Indian Hills Rd,Mission Hills,CA,91345,8183683231
The Learning Center,Child Care Center,1570 Marion St.,Kingsburg,CA,93631,5598977928
Debbie Galvez Family Childcare,Family Child Care Home,N/A,San Diego,CA,92139,6192678105
Scripps Tender Loving Care,Family Child Care Home,N/A,San Diego,CA,92131,8586210631
Arroyos Family Child Care,Family Child Care Home,N/A,Murrieta,CA,92563,7605050937
My Room to Grow Preschool,Child Care Center,13613 Cynthia Ln.,Poway,CA,92064,8587761468
"Ramirez, Cruz Family Child Care",Family Child Care Home,N/A,Oceanside,CA,92057,7606133501
Patricia Delgado Family Child Care,Family Child Care Home,N/A,Chula Vista,CA,91914,6196569615
Coronado Baptist Child Care Center,Child Care Center,111 Orange Ave.,Coronado,CA,92118,6194358121
Anne Sullivan Preschool and Kindergarten,Child Care Center,21776 Palomar St.,Wildomar,CA,92595,9516783557
"Juarez, Sherry",Family Child Care Home,N/A,National City,CA,91950,6192639955
Portside Montessori,Child Care Center,2700 Linden Road,West Sacramento,CA,95691,9163727838
Tutor Time,Child Care Center,5309 Beach Blvd,Buena Park,CA,90621,7146900112
KCE Champions LLC at Marengo Ranch Elementary,Child Care Center,1000 Elk Hills Drive,Galt,CA,95632,9167537001
Bussey Family Child Care,Family Child Care Home,N/A,Temecula,CA,92592,9512407853
"Johnson, Keysha Licensed Family Child Care",Family Child Care Home,N/A,San Diego,CA,92114,6195121540
Step by Step Christian Preschool & Infant Center,Child Care Center,755 Civic Center Drive,Vista,CA,92084,7609418991
Pinecrest Schools,Child Care Center,4974 Cochran Ave,Simi Valley,CA,93063,8055276015
Hordagoda Roshini Sivapriya,Family Child Care Home,N/A,Woodland Hills,CA,91637,8188870852
Marisol Cochran Day Care,Family Child Care Home,N/A,Oceanside,CA,92056,7602956826
Palomar Community College ECE Lab School,Child Care Center,1140 W Mission Road,San Marcos,CA,92069,7607441150
Maryvale Early Education Center,Child Care Center,7600 E Graves Ave,Rosemead,CA,91770,6265373316
Child Prodigy,Family Child Care Home,N/A,National City,CA,91950,6195345385
R Lil Angels Day care ,Family Child Care Home,N/A,Antioch,CA,94509,9257275268
Deborah Eaton,Family Child Care Home,N/A,Spring Valley,CA,91977,6194668340
Katie's Kids,Family Child Care Home,N/A,Chula Vista,CA,91913,6196562272
Martha Family Child Care,Family Child Care Home,N/A,San Diego,CA,92104,6192835269
LiL Giggles Daycare,Family Child Care Home,N/A,San Diego,CA,92154,6198694177
Tutor Time Learning Center,Child Care Center,25804 Hemingway Avenue,Stevenson Ranch,CA,91381,6617991990
Penny & Peggy Nairn 24 Hour Childcare ,Child Care Center,9216 N. Columbus Ave,North Hills,CA,91342,8186527618
Penny And Peggy Nairn 24 Hour Childcare,Child Care Center,15300 Dearborn,North Hills,CA,91343,8186527618
Kountry Kids Preschool,Child Care Center,224 S. Shepherd St.,Sonora,CA,95370,2095331500
Bright Horizons Del Mar,Child Care Center,3720 Arroyo Sorrento Rd,San Diego,CA,92130,8585090419
Childtime Children's Center,Child Care Center,1000 S State College Blvd,Anaheim,CA,92806,7147727225
Kids Care Club,Child Care Center,40665 Winchester Rd,Temecula,CA,92591,9512969456
Margarita's Child Care,Family Child Care Home,N/A,San Diego,CA,92105,6195631982
4th R-H. Allen Hights,Child Care Center,3200 North Park Drive,Sacramento,CA,95835,9165666422
"Medina, Mary Family Child Care",Family Child Care Home,N/A,San Diego,CA,92110,6192516067
"Abdullah, Donna Family Child Care",Family Child Care Home,N/A,San Diego,CA,92117,8582780260
Bowers Child Development Infant Program,Child Care Center,1840 Benton Ave,Santa Clara,CA,95050    ,4084231115
Susan Ronquillo Family Child Care,Family Child Care Home,N/A,Spring Valley,CA,91977,6198904282
Montessori School of San Diego,Child Care Center,1323 W. Spruce St.,San Diego,CA,92103,6192957591
Merryhill School-Karitsa,Child Care Center,2855 Karitsa Avenue,Sacramento,CA,95833,9165759603
Budnie Skelton,Family Child Care Home,N/A,Sacramento,CA,95832,9163970495
Y's Kids Linwood/Visalia YMCA,Child Care Center,3129 S. Lindwood,Visalia,CA,93277,5596270700
Peregrine Project,Child Care Center,2907 Portage Bay West,Davis,CA,95616,5307535500
All Day Fun & Play Preschool & Child Care Center ,Child Care Center,2220 Pennsylvania Ave,Fairfield,CA,94533,7076398566
Apple Valley Child Care,Child Care Center,18609 Corwin Road,Apple Valley,CA,92307,7602425437
Kiddie Academy of Vacaville,Child Care Center,880 Alamo Dr,Vacaville,CA,95688,7074464222
Del Mar Union School District,Child Care Center,13555 Boquita Dr,Del Mar,CA,92014,8587930071
"Garcia, Maria Family Child Care",Family Child Care Home,N/A,Spring Valley,CA,91977,6192678025
One World Montessori School ,Child Care Center,2495 Cabrillo Avenue,Santa Clara,CA,95051,4086151254
Canyon Montessori Center,Child Care Center,761 S Weir Canyon Road,Anaheim Hills,CA,92808,7149741365
All Saints Episcopal School Preschool,Child Care Center,3674 Seventh Ave.,San Diego,CA,92103,6192980313
Greer Family Child Care,Family Child Care Home,N/A,Winchester,CA,92596,9514526345
Childtime Children's Center ,Child Care Center,6635 Alhambra Ave Suite 300,Martinez,CA,94553,9259476800
Jones-Bennett Family Child Care,Family Child Care Home,N/A,Perris,CA,92571,9519405735
Cynthia Inez-Punogin,Family Child Care Home,N/A,Palmdale,CA,93550,6619980037
Saddleback Valley YMCA,Child Care Center,23072 Avenida Empressa,Rancho Santa Margarita,CA,92688,9493803502
Crystal Lotz,Family Child Care Home,N/A,Yucca Valley,CA,92284,7603690618
La Petite Academy,Child Care Center,623 W Baseline Rd.,Rialto,CA,92376,9098745113
Patricia Cruz,Family Child Care Home,N/A,San Diego,CA,92117,8589741509
Evelyn Martin,Family Child Care Home,N/A,Vallejo,CA,94589,7076450774
La Costa Valley Preschool & Kindergarten,Child Care Center,2276 Calle Barcelona,Carlsbad,CA,92009,7604362797
Debra Ann Angelone,Family Child Care Home,N/A,Lake Elsinore,CA,92530,9514712547
Rita Ruiz Family Child Care,Family Child Care Home,N/A,Lemon Grove,CA,91945,6197130399
Adriana Hernandez,Family Child Care Home,N/A,Menifee,CA,92584,9516799799
Cheryl Miller Family Child Care,Family Child Care Home,N/A,San Diego,CA,92119,6196448711
Maria Jones,Family Child Care Home,N/A,San Diego,CA,92139,6197215679
"Alvarado, Olga Family Child Care",Family Child Care Home,N/A,El Cajon,CA,92020,6194402048
Happy DayCare for Infants and Toddlers,Family Child Care Home,N/A,San Diego,CA,92104,6196464155
Goshen Day Care,Family Child Care Home,N/A,Visalia,CA,93291,5596513353
Lake Elsinore USD Child Care Program,Child Care Center,520 Chaney St,Lake Elsinore,CA,92530,9512537055
Sommers Family Childcare,Family Child Care Home,N/A,Atascadero,CA,93422,8054660933
Ghislaine Francis Staden,Family Child Care Home,N/A,San Jose,CA,95132,4082632466
Kent Family Child Care,Family Child Care Home,N/A,Vista,CA,92081,7607278463
La Petite Academy @ Carmel Mountain,Child Care Center,10050 Carmel Mtn. Rd.,San Diego,CA,92129,8584842654
Lockett Family Child Care,Family Child Care Home,N/A,San Diego,CA,92114,6195814829
Priscilla Blancarte,Family Child Care Home,N/A,Cathedral City,CA,92234,7604167770
KinderCare Education at Work LLC,Child Care Center,24000 Avila Rd. Ste 3409,Laguna Niguel,CA,92677,9493602004
McGaugh Elementary Extended Daycare,Child Care Center,1698 Bolsa Avenue,Seal Beach,CA,90740,5627994700
"Dawson, Tamra Family Child Care",Family Child Care Home,N/A,El Cajon,CA,92019,6193341314
Maria Casas,Family Child Care Home,N/A,Cardiff,CA,92007,7609171114
The Wunderkind Corp,Family Child Care Home,N/A,San Ramon,CA,94582,9252308614
"Las Posas Children's Center, Inc. ",Child Care Center,8880 Halifax St.,Ventura,CA,93004,8056444344
Vandyke Family Daycare,Family Child Care Home,N/A,Corona,CA,92883,9512773912
Waugh Kids Care - Preschool,Child Care Center,880 Maria Dr,Petaluma,CA,94954,7077620202
Sonia Terriquez Family Day Care,Family Child Care Home,N/A,Chula Vista,CA,91911,6194760244
KinderCare Learning Center LLC,Child Care Center,4514 Lark Ellen Dr,Covina,CA,91722,6263324001
Linton Family Child Care,Family Child Care Home,N/A,Ramona,CA,92065,7607897047
South Bay YMCA - MC Millin Elementary,Child Care Center,1201 Santa Cora Ave,Chula Vista,CA,91913,6194219622
Melba Whitaker,Family Child Care Home,N/A,Sacramento,CA,95831,9163933603
Lewis Family Child Care,Family Child Care Home,N/A,Rancho Cucamonga,CA,91730,9094773332
Lifetime Montessori,Child Care Center,14727 Camino de la Luna,San Diego,CA,92127,8587590631
South Hills CommunityChurch,Child Care Center,2584 S. Main Street,Corona,CA,92881,9517344455
Holy Family Preschool / Daycare Center,Child Care Center,7817 Old Auburn Road,Citrus Heights,CA,95610,9167224620
La Petite Academy - Rancho Cordova,Child Care Center,11378 Coloma Rd,Gold River,CA,95670,9166385423
Angels Nest Child Development Center,Child Care Center,475 Florin Rd.,Sacramento,CA,95831,9164284651
"Cabana, Sarah & Jack Jr. Family Child Care",Family Child Care Home,N/A,Chula Vista,CA,91910,6192070012
Bay Christian School,Child Care Center,4720 Evora Rd,Concord,CA,94520,9254589872
Saddleback Valley YMCA - Las Flores,Child Care Center,25862 Antonio Pkwy,Las Flores,CA,92688,9493803502
Robert H. Lange Preschool,Child Care Center,24772 Chrisanta Drive,Mission Viejo,CA,92691,9498372500
"Cadence Education, Inc  Clarksville ",Child Care Center,76 Clarksville Road,Folsom,CA,95630,9169830224
FSD Preschool at Discovery School,Child Care Center,7500 Vaquero Avenue,Bakersfield,CA,93308,6615893830
Merryhill School,Child Care Center,7335 Park City Drive,Sacramento,CA,95831,9164242299
Alphabet Soup Childcare,Child Care Center,1224 Cottonwood Street,Woodland,CA,95695,5306664859
Kristina Nevarez,Family Child Care Home,N/A,Lemon Grove,CA,91945,6193097230
"Mendoza, Michelle & Steven",Family Child Care Home,N/A,San Jose,CA,95148,4082746181
Maricruz Vera,Family Child Care Home,N/A,Woodland,CA,95695,5306681676
Childtime Children's Center Inc ,Child Care Center,12421 Springdale St,Garden Grove,CA,92845,7148944250
STAR Creekside Oaks,Child Care Center,2030 First St Room 9,Lincoln,CA,95648,9164348085
So. Bay Fam. YMCA - Heritage,Child Care Center,1450 Santa Lucia Rd,Chula Vista,CA,91913,6194219622
Highland Ranch ESS,Child Care Center,14840 Waverly Downs Way,San Diego,CA,92128,8585212800
Los Alamitos Child Development Center/LAE & Extended Day,Child Care Center,10862 Bloomfield St,Los Alamitos,CA,90720,5627994700
Ella Hughes,Family Child Care Home,N/A,Seaside,CA,93955,8319173053
Carrillo Family Child Care,Family Child Care Home,N/A,Victorville,CA,92392,7609519009
Mulberry Tree Preschool,Child Care Center,13841 E. Christine Dr.,Whittier,CA,90605,5626965114
Rainbow Canyon Preschool & Day Care,Child Care Center,4122 Chino Avenue,Chino,CA,91710,9095914476
Alpine Country Day School,Child Care Center,1508 Midway Drive,Alpine,CA,91901,6194453333
Christ Community Preschool,Child Care Center,25382 Mackenzie,Laguna Hills,CA,92653,9495865030
Irlanda Ramos,Family Child Care Home,N/A,San Diego,CA,92113,6192664305
Amasha Griffin,Family Child Care Home,N/A,Apple Valley,CA,92308,7602475027
House's Family Daycare,Family Child Care Home,N/A,Fallbrook,CA,92028,7606453303
YMCA Metropolitan of Los Angeles,Child Care Center,23350 Justice Street,West Hills,CA,91304,8189992006
Catalina M. Espino,Family Child Care Home,N/A,Murrieta,CA,92563,7602127933
Kimberly Gillespie Family Daycare Home,Family Child Care Home,N/A,San Diego,CA,92139,6194347475
Zenaida Mendoza-Lopez,Family Child Care Home,N/A,Mather,CA,95655,9163624008
Joyful Hearts Learning Center,Child Care Center,9590 Chocolate Summit Dr,El Cajon,CA,92021,6195614777
Poway Unified School District - Morning Creek ESS,Child Care Center,10925 Morning Creek Dr. S.,San Diego,CA,92128,8585212800
Messiah Lutheran Chruch,Child Care Center,4861 Liverpool St.,Yorba Linda,CA,92886,7145288632
CCLC - Capital City ,Child Care Center,744 P. Street,Sacramento,CA,95814,9164440029
Anchondo Family Chile Care,Family Child Care Home,N/A,Glendora,CA,91740,6263475112
Tutor Time,Child Care Center,610 E Dunne Ave,Morgan Hill,CA,95037,4087781977
Tiny Fingers and Toes,Family Child Care Home,N/A,San Marcus,CA,92069,7608773434
A Sunny Daycare,Family Child Care Home,N/A,san diego ,CA,92123,8585694901
Extended Day Child Care - Frederiksen,Child Care Center,7243 Tamarack Drive,Dublin,CA,94568,9258330127
Rocking Horse Ranch Preschool,Child Care Center,4134 Fairway Dr.,Soquel,CA,95073,8314622702
Maureen Vasquez,Child Care Center,4500 Redwood Road,Oakland,CA,94619,5105311302
Bright Corner FCC,Family Child Care Home,N/A,National City,CA,91950,6194793762
Francisca Harris,Family Child Care Home,N/A,Chula Vista,CA,91915,6197818212
Healthy Toddlers Care,Family Child Care Home,N/A,San Diego,CA,92115,6195824557
Maryvale,Child Care Center,2502 E Huntington Dr,Duarte,CA,91010,6263571514
Elysa Carter,Family Child Care Home,N/A,Sacramento,CA,95833,9165040785
La Petite Academy,Child Care Center,999 E Teague,Fresno,CA,93720,5594317330
Shell Beach YMCA,Child Care Center,2100 Shell Beach Road,Shell Beach,CA,93449,8057731439
Happy Tots Montessori School & Infant Center,Child Care Center,1518 Pacific Coast Hwy,Harbor City,CA,90710,3108916080
Coast Kids Preschool,Child Care Center,1330 Poinsettia Ln,Carlsbad,CA,92011,7605794190
Nelson Family Child Care,Family Child Care Home,N/A,Norwalk,CA,90650,5622190040
Ceballos Family Child Care,Family Child Care Home,N/A,Temecula,CA,92592,9515531681
Temecula Valley Unified School District BASES at Tony Tobin,Child Care Center,45200 Morgan Hill Drive,Temecula,CA,92592,9515067061
Children's Castle,Child Care Center,1052 E Madison Ave,El Cajon,CA,92021,6195936090
School Time Montessori,Child Care Center,10235 Wells Avenue,Riverside,CA,92503,9516891151
Garcia Family Child Care,Family Child Care Home,N/A,Whittier,CA,90601,5625089177
Merryhill Country School at Elk Grove,Child Care Center,6613 Laguna Park Dr.,Elk Grove,CA,95758,9166844044
Next Generation Educational Center,Child Care Center,1467 Granite Hills,El Cajon,CA,92019,6194418800
Egoavil Family Child Care,Family Child Care Home,N/A,Alhambra,CA,91801,6264589021
Sandra Delucchi Family Daycare,Family Child Care Home,N/A,Chula Vista,CA,91915,6196568441
"Washington, Elainea Family Child Care",Family Child Care Home,N/A,Spring Valley,CA,91977,6196469905
Temecula Montessori Academy,Child Care Center,27633  Jefferson Avenue,Temecula,CA,92590,9516766464
"Sanabia, Rosa Family Child Care",Family Child Care Home,N/A,Chula Vista,CA,91910,6197306799
"Millan, Griselda and Raul Family Child Care",Family Child Care Home,N/A,San Diego,CA,92154,6192275908
Amy Child Care,Family Child Care Home,N/A,West Sacramento,CA,96591,9163760839
"Kelley, Deborah Family Childcare",Family Child Care Home,N/A,San Diego,CA,92114,6196978284
Progressive Play Preschool,Child Care Center,16315 Bear Valley Road,Hesperia,CA,92345,7609564960
World Changers Academy,Child Care Center,466 East H St.,Dixon,CA,95620,7073655639
Glenna Shire,Family Child Care Home,N/A,Roseville,CA,95661,9167880526
Building Kidz School,Child Care Center,254 East Dana Street,Mountain View,CA,94041,6509678000
Pilavian Family Child Care,Family Child Care Home,N/A,Granada Hills,CA,91344,8183669392
Montessori Children's House of Lemon Grove,Family Child Care Home,N/A,San Diego,CA,92114,6198255557
"Barnes, Renee Family Child Care Home",Family Child Care Home,N/A,Susanville,CA,96130,5302570873
Rook Family Child Care,Family Child Care Home,N/A,Menifee,CA,92585,9512463267
Judy Joulios,Family Child Care Home,N/A,San Francisco,CA,94080,6507553067
"Webster, Karen",Family Child Care Home,N/A,San Jose,CA,95136,4083609978
"Villalpando, Maria",Family Child Care Home,N/A,San Jose,CA,95127,4082542332
"Haney, Christy Family Child Care",Family Child Care Home,N/A,Clouis,CA,93611,5597614761
Irene Saliba,Family Child Care Home,N/A,Rancho Santa margarita,CA,92688,9495897098
Lighthouse Early Childhood Center,Child Care Center,5055 Governor Dr,San Diego,CA,92122,8582928253
Meher Montessori School,Child Care Center,2011 S. Garfield Ave.,Monterey Park,CA,91754,3237240683
Miller Family Child Care,Family Child Care Home,N/A,Winnetka,CA,91306,8183472866
"Coleman, Tiffany Family Childcare",Family Child Care Home,N/A,Oceanside,CA,92057,7609785275
Academy on The Hills,Child Care Center,10 Mareblu,Aliso Viejo,CA,92656,9493607022
Marconi Montessori School,Child Care Center,5619 Marconi Ave,Carmichael,CA,95608,9164885619
Baldonado Family Child Care,Family Child Care Home,N/A,Murrieta,CA,92563,9512463867
"Beede, Julia Liza Family Child Care",Family Child Care Home,N/A,Oceanside,CA,92057,7602317073
Maribel Carrillo,Family Child Care Home,N/A,National City,CA,91950,6195278412
Smith Family Child Care,Family Child Care Home,N/A,Wildomar,CA,92595,9572469942
Lorine's Learning Academy,Child Care Center,702 W. 16th Street,San Bernardino,CA,92405,9098836040
Rise N Shine Preschool,Child Care Center,9449 Winter Gardens Blvd,Lakeside,CA,92040,6193900200
Amador Family Child Care,Family Child Care Home,N/A,Los Angeles,CA,90047,3237567122
Canino Family Child Care,Family Child Care Home,N/A,Menifee,CA,92584,9512448667
Tutor Time Child Care/Learning Center,Child Care Center,1551 Bristol St North,Newport Beach,CA,92660,9499552672
"Butticci, Michelle Family Child Care",Family Child Care Home,N/A,Merced,CA,95340,2097235333
Munchkin Kare,Family Child Care Home,N/A,Fresno,CA,93727,5594532902
Poway Hilltop Preschool,Child Care Center,12348-B Casa Avenida Rd,Poway,CA,92064,8584866712
Fullerton Child Development Center,Child Care Center,1701 E. Chapman,Fullerton,CA,92831,7145267855
Tutor Time Child Care/Learning Center,Child Care Center,24291 Avila Road,Laguna Niguel,CA,92677,9498318887
Melissa Holmquist,Family Child Care Home,N/A,Temecula,CA,92592,9515878437
"Mehrabli, Cefrelyn Family Child Care",Family Child Care Home,N/A,Oceanside,CA,92057,7604397905
Mayer Family Child Care,Family Child Care Home,N/A,Palmdale,CA,93552,6612855077
Cortez Family Child Care,Family Child Care Home,N/A,Alhambra,CA,91801,6262822094
Bonnie Cole Family Day Care,Family Child Care Home,N/A,Long Beach,CA,90806,5624926162
"Acosta, Martha Family Child Care",Family Child Care Home,N/A,San Diego,CA,92154,6199068173
"Lopez, Erika Family Child Care",Family Child Care Home,N/A,Chula Vista,CA,91910,6194154310
The Nest House,Family Child Care Home,N/A,Oceanside,CA,92058,4428884554
Jones Family Daycare,Family Child Care Home,N/A,Hemet,CA,92545,9513453561
Hands Together A Center for Children,Child Care Center,201 E Civic Ctr Dr,Santa Ana,CA,92701,7144859221
Laranjo Family Child Care Home - Phyllis,Family Child Care Home,N/A,Fulton,CA,95439,7075288303
Judith Camacho & Angel Corona,Family Child Care Home,N/A,Sacramento,CA,95834,9162836068
"Heights Christian School, LaMirada Campus",Child Care Center,12200 Oxford Drive,LaMirada,CA,90638,5629021779
Tahoe Forest Children's Center,Child Care Center,10121 Pine Avenue,Truckee,CA,96160,5305823572
Donna Urtiaga,Family Child Care Home,N/A,Palm Desert,CA,92211,7603412499
Kinderkirk Preschool and Daycare Center,Child Care Center,1111 Vallecito Road,Carpinteria,CA,93013,8056844070
Carmel Mountain Pre-School,Child Care Center,9512 Carmel Mountain Road,San Diego,CA,92129,8584844877
"Schummer, Veronica Family Child Care",Family Child Care Home,N/A,Chula Vista,CA,91910,6194226584
"Castro, Maricela & Carlos Family Child Care",Family Child Care Home,N/A,Chula Vista,CA,91910,6194226613
"Garcia, Leticia & Rene Family Child Care",Family Child Care Home,N/A,Chula Vista,CA,91911,6194261513
"Tanabe, Sylvia Family Day Care",Family Child Care Home,N/A,Lemon Grove,CA,91945,6196976519
Fleur De Lis Nursery School,Child Care Center,3743 Front St,San Diego,CA,92103,6192956781
Mi Escuelita Family Child Care,Family Child Care Home,N/A,National City,CA,91950,6194748371
Anjis Day Care,Family Child Care Home,N/A,Menifee,CA,92584,9517463256
Maxwell Family Child Care,Family Child Care Home,N/A,Winchester,CA,92596,9515507083
"Pastenes, Erica Family Child Care",Family Child Care Home,N/A,Chula Vista,CA,91910,6199646578
Renascence School International,Child Care Center,2987 Mesa Verde East,Costa Mesa,CA,92626,7147837070
Juanetta Perkins,Family Child Care Home,N/A,Atascadero,CA,93422,8057129611
Hernandez Family Child Care,Family Child Care Home,N/A,Temecula,CA,92592,9513038461
California Young World #5,Child Care Center,1110 Fairwood Ave,Sunnyvale,CA,94089,4082457285
 YMCA- Castro,Child Care Center,505 Escuela Ave,Mountian View,CA,94043,4083516465
YMCA -Monta Loma Kids Place,Child Care Center,460 Thompson Ave.,Santa Clara,CA,94043,4083516479
